ID	Gene	Protein	Category	Sub-category	Pathway/Activity	EC	KO	UniProt
AF-Q9Z3Q7-F1-model_v4	rhbF	rhizobactin 1021 core synthase	Iron cycling	Siderophore biosynthesis	Rhizobactin	6.3.2.-	-	Q9Z3Q7
AF-Q9I194-F1-model_v4	pvdQ	acyl-homoserine lactone deacylase precursor	Iron cycling	Siderophore biosynthesis	Pyoverdine	3.5.1.97	K07116	Q9I194
AF-Q9I188-F1-model_v4	pvdP	ferribactin monooxygenase	Iron cycling	Siderophore biosynthesis	Pyoverdine	1.14.18.-	-	Q9I188
AF-Q9I185-F1-model_v4	pvdO	dihydropyoverdine dehydrogenase	Iron cycling	Siderophore biosynthesis	Pyoverdine	-	-	Q9I185
AF-Q9HWG4-F1-model_v4	pchF	Non-ribosomal peptide synthase PchF	Iron cycling	Siderophore biosynthesis	Pyochelin	6.2.1.69	K12240	Q9HWG4
AF-Q9HWG5-F1-model_v4	pchG	Hydroxyphenyl-4,2-bis-thiazoline reductase	Iron cycling	Siderophore biosynthesis	Pyochelin	-	K12241	Q9HWG5
AF-P45745-F1-model_v4	dhbF	apo-DhbF protein	Iron cycling	Siderophore biosynthesis	Bacillibactin	2.3.1.-:; 6.2.1.70; 6.2.1.66; 6.3.2.-; 6.2.1.61		P45745
AF-P10378-F1-model_v4	entE	2,3-dihydroxybenzoate-[aryl-carrier protein] ligase	Iron cycling	Siderophore biosynthesis	Enterobactin	6.3.2.14; 6.2.1.71	-	P10378
AF-P11454-F1-model_v4	entF	apo-serine activating enzyme	Iron cycling	Siderophore biosynthesis	Enterobactin	6.3.2.14; 6.2.1.72; 2.7.8.7; 3.1.4.14; 2.7.8.7	K02364	P11454
AF-A0A0F7W4I6-F1-model_v4	desA	L-lysine decarboxylase	Iron cycling	Siderophore biosynthesis	Desferrioxamine	4.1.1.18	K01582	A0A0F7W4I6
AF-B5HNG5-F1-model_v4	desB	cadaverine hydroxylase	Iron cycling	Siderophore biosynthesis	Desferrioxamine	1.14.13.59	-	B5HNG5
AF-Q1IAL0-F1-model_v4	pmsD	PmsD non-ribosomal peptide synthase	Iron cycling	Siderophore biosynthesis	Pseudomonine	6.2.1.70	-	Q1IAL0
AF-Q8ECU3-F1-model_v4	pubA	Putrescine N-hydroxylase	Iron cycling	Siderophore biosynthesis	Putrebactin	1.14.13.252	K27501	Q8ECU3
AF-Q0HWI8-F1-model_v4	pubB	Hydroxyputrescine acyl transferase	Iron cycling	Siderophore biosynthesis	Putrebactin	2.3.1.-	-	Q0HWI8
AF-Q0HWI9-F1-model_v4	pubC	Putrebactin synthase	Iron cycling	Siderophore biosynthesis	Putrebactin	6.3.2.63	-	Q0HWI9
AF-Q93AU0-F1-model_v4	acsA	Achromobactin synthetase protein A	Iron cycling	Siderophore biosynthesis	Achromobactin	6.3.2.-	-	Q93AU0
AF-O05819-F1-model_v4	mbtF	Mycobactin non-ribosomal peptide synthase MbtF	Iron cycling	Siderophore biosynthesis	Mycobactin	2.3.1.-	K04792	O05819
AF-I6Y0L1-F1-model_v4	mbtE	Mycobactin non-ribosomal peptide synthase MbtE	Iron cycling	Siderophore biosynthesis	Mycobactin	2.3.1.-	K04789	I6Y0L1
AF-P71719-F1-model_v4	mbtD	Mycobactin polyketide synthetase MbtD	Iron cycling	Siderophore biosynthesis	Mycobactin	2.3.1.-	K04791	P71719
AF-P71718-F1-model_v4	mbtC	Mycobactin polyketide synthetase MbtC	Iron cycling	Siderophore biosynthesis	Mycobactin	2.3.1.-	K04790	P71718
AF-P9WQ63-F1-model_v4	mbtB	Mycobactin phenyloxazoline synthase MbtB	Iron cycling	Siderophore biosynthesis	Mycobactin	2.3.1.-	K04788	P9WQ63
AF-P71716-F1-model_v4	mbtA	Mycobactin salicyl-AMP ligase MbtA	Iron cycling	Siderophore biosynthesis	Mycobactin	2.3.1.-	K04787	P71716
AF-P9WIP5-F1-model_v4	mbtH	Mycobactin adenylation domain accessory protein MbtH	Iron cycling	Siderophore biosynthesis	Mycobactin	2.3.1.-	K05375	P9WIP5
AF-Q44740-F1-model_v4	alcA	Putrescine N-hydroxylase	Iron cycling	Siderophore biosynthesis	Alcaligin	1.14.13.252	K27501	Q44740
AF-P94254-F1-model_v4	alcB	Hydroxyputrescine acyl transferase	Iron cycling	Siderophore biosynthesis	Alcaligin	2.3.1.-	-	P94254
AF-O52833-F1-model_v4	alcE	Hydroxy-succinyl-putrescine hydroxylase	Iron cycling	Siderophore biosynthesis	Alcaligin	-	-	O52833
AF-P94255-F1-model_v4	alcC	Alcaligin synthetase	Iron cycling	Siderophore biosynthesis	Alcaligin	6.3.2.-	-	P94255
AF-Q9WY68-F1-model_v4	acdS	ACC deaminase	Plant-microbe interactions	Ethylene suppression	ACC deaminase activity	3.5.99.7	K01505	Q9WY68
AF-Q04564-F1-model_v4	iaaM	Tryptophan monooxygenase	Plant-microbe interactions	Phytohormone production	Indole-3-acetic acid production (IAM pathway)	1.13.12.3	K00466	Q04564
AF-P06617-F1-model_v4	iaaM	Tryptophan monooxygenase	Plant-microbe interactions	Phytohormone production	Indole-3-acetic acid production (IAM pathway)	1.13.12.3	K00466	P06617
AF-O50173-F1-model_v4	iaaH	Indole-3-acetyl-aspartic acid hydrolase	Plant-microbe interactions	Phytohormone production	Indole-3-acetic acid production (IAM pathway)	3.5.1.134	K25379	O50173
AF-P23234-F1-model_v4	idpC	Indole-3-pyruvate decarboxylase	Plant-microbe interactions	Phytohormone production	Indole-3-acetic acid production (IPA pathway)	4.1.1.74	K04103	P23234
AF-P51852-F1-model_v4	idpC	Indole-3-pyruvate decarboxylase	Plant-microbe interactions	Phytohormone production	Indole-3-acetic acid production (IPA pathway)	4.1.1.74	K04103	P51852
AF-Q8GAK7-F1-model_v4	aldH	Aldehyde dehydrogenase	Plant-microbe interactions	Phytohormone production	Indole-3-acetic acid production (IPA + TAM pathways)	1.2.1.3	K00128; K00149; K14085	Q8GAK7
AF-A7B1V0-F1-model_v4	tdc	Tryptophan decarboxylase	Plant-microbe interactions	Phytohormone production	Indole-3-acetic acid production (TAM pathway)	4.1.1.105	K22433	A7B1V0
AF-J7SZ64-F1-model_v4	tdc	Tryptophan decarboxylase	Plant-microbe interactions	Phytohormone production	Indole-3-acetic acid production (TAM pathway)	4.1.1.105	K22433	J7SZ64
AF-Q07121-F1-model_v4	maoA	Amine oxidase	Plant-microbe interactions	Phytohormone production	Indole-3-acetic acid production (TAM pathway)	1.4.3.21	K00276	Q07121
AF-B2JQY2-F1-model_v4	nit	Nitrilase	Plant-microbe interactions	Phytohormone production	Indole-3-acetic acid production (IAN pathway)	3.5.5.1	K01501	B2JQY2
AF-P10045-F1-model_v4	nit	Nitrilase	Plant-microbe interactions	Phytohormone production	Indole-3-acetic acid production (IAN pathway)	3.5.5.1	K01501	P10045
AF-Q6RWK4-F1-model_v4	nit	Nitrilase	Plant-microbe interactions	Phytohormone production	Indole-3-acetic acid production (IAN pathway)	3.5.5.1	K01501	Q6RWK4
AF-B1XJV9-F1-model_v4	ggps	Geranylgeranyl diphosphate synthase	Plant-microbe interactions	Phytohormone production	Giberellin production	2.5.1.1; 2.5.1.10; 2.5.1.29	K00804; K13789; K13787	B1XJV9
AF-Q5KSN5-F1-model_v4	cps	ent-Copalyl diphosphate synthase	Plant-microbe interactions	Phytohormone production	Giberellin production	5.5.1.13	K04120	Q5KSN5
AF-A0A0U4CDK4-F1-model_v4	ks	ent-Kaurene synthase	Plant-microbe interactions	Phytohormone production	Giberellin production	4.2.3.19	K04120	A0A0U4CDK4
AF-O13284-F1-model_v4	cps/ks	Bifunctional ent-copalyl diphosphate/ent-kaurene synthase	Plant-microbe interactions	Phytohormone production	Giberellin production	5.5.1.13; 4.2.3.19	K20657	O13284
AF-Q93ZB2-F1-model_v4	ko	ent-Kaurene oxidase	Plant-microbe interactions	Phytohormone production	Gibberellin production	1.14.14.86	K04122; K21292	Q93ZB2
AF-A0A0G2RKY1-F1-model_v4	ko	ent-Kaurene oxidase	Plant-microbe interactions	Phytohormone production	Gibberellin production	1.14.14.86	K04122; K21292	A0A0G2RKY1
AF-Q5VRM7-F1-model_v4	kao	ent-Kaurenoic acid oxidase	Plant-microbe interactions	Phytohormone production	Gibberellin production	1.14.14.107	K04123	Q5VRM7
AF-Q9C5Y2-F1-model_v4	kao	ent-Kaurenoic acid oxidase	Plant-microbe interactions	Phytohormone production	Gibberellin production	1.14.14.107	K04123	Q9C5Y2
AF-O23051-F1-model_v4	kao	ent-Kaurenoic acid oxidase	Plant-microbe interactions	Phytohormone production	Gibberellin production	1.14.14.107	K04123	O23051
AF-Q9AXH9-F1-model_v4	kao	ent-Kaurenoic acid oxidase	Plant-microbe interactions	Phytohormone production	Gibberellin production	1.14.14.107	K04123	Q9AXH9
AF-Q9C826-F1-model_v4	xan	Xanthoxin dehydrogenase	Plant-microbe interactions	Phytohormone production	Abscisic acid production	1.1.1.288	K09841	Q9C826
AF-Q7G9P4-F1-model_v4	aao	Abscisic-aldehyde oxidase	Plant-microbe interactions	Phytohormone production	Abscisic acid production	1.2.3.14	K09842	Q7G9P4
AF-Q47851-F1-model_v4	ipt	adenylate dimethylallyltransferase	Plant-microbe interactions	Phytohormone production	trans-Zeatin production	2.5.1.27	K10760	Q47851
AF-B2HS63-F1-model_v4	log	Cytokinin riboside 5'-monophosphate phosphoribohydrolase	Plant-microbe interactions	Phytohormone production	trans-Zeatin production	3.2.2.-	K22522	B2HS63
AF-Q9FF18-F1-model_v4	cyp735A	Cytokinin trans-hydroxylase	Plant-microbe interactions	Phytohormone production	trans-Zeatin production	1.14.13.-	K10717	Q9FF18
AF-Q9ZW95-F1-model_v4	cyp735A	Cytokinin trans-hydroxylase	Plant-microbe interactions	Phytohormone production	trans-Zeatin production	1.14.13.-	K10717	Q9ZW95
AF-Q9FEX0-F1-model_v4	opr	12-oxophytodienoate reductase	Plant-microbe interactions	Phytohormone production	Jasmonic acid production	1.3.1.42	K05894	Q9FEX0
AF-O65201-F1-model_v4	acox	acyl-coenzyme A oxidase	Plant-microbe interactions	Phytohormone production	Jasmonic acid production	1.3.3.6	K00232	O65201
AF-Q9DBM2-F1-model_v4	ehhadh	enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase	Plant-microbe interactions	Phytohormone production	Jasmonic acid production	4.2.1.17; 5.3.3.8; 1.1.1.35	K07514	Q9DBM2
AF-Q22100-F1-model_v4	kat	Acetyl-CoA acetyltransferase	Plant-microbe interactions	Phytohormone production	Jasmonic acid production	2.3.1.16	K07513	Q22100
AF-Q940V4-F1-model_v4	br6ox	Brassinolide synthase	Plant-microbe interactions	Phytohormone production	Brassinolide production	1.14.14.180; 1.14.14.179	K12640; K25959	Q940V4
AF-Q50LE0-F1-model_v4	br6ox	Brassinolide synthase	Plant-microbe interactions	Phytohormone production	Brassinolide production	1.14.14.180; 1.14.14.179	K12640; K25959	Q50LE0
AF-P69908-F1-model_v4	gadA	Glutamate decarboxylase alpha	Plant-microbe interactions	GABA production	GABA production	4.1.1.15	K01580 	P69908
AF-P69910-F1-model_v4	gadB	Glutamate decarboxylase beta	Plant-microbe interactions	GABA production	GABA production	4.1.1.15	K01580 	P69910
AF-O30417-F1-model_v4	gadC	Glutamate–GABA antiporter	Plant-microbe interactions	GABA production	GABA production	-	K20265	O30417
AF-P24169-F1-model_v4	speC	Ornithine decarboxylase	Plant-microbe interactions	Polyamine production	Putrescine production	4.1.1.17	K01581	P24169
AF-Q8ZHG8-F1-model_v4	speA	Arginine decarboxylase	Plant-microbe interactions	Polyamine production	Putrescine production	4.1.1.19	K01585	Q8ZHG8
AF-P70999-F1-model_v4	speB	Agmatinase	Plant-microbe interactions	Polyamine production	Putrescine production	3.5.3.11	K01480	P70999
AF-Q8DW17-F1-model_v4	aguA	Agmatine deiminase	Plant-microbe interactions	Polyamine production	Putrescine production	3.5.3.12	K10536	Q8DW17
AF-Q8VYF5-F1-model_v4	aguB	N-carbamoylputrescine amidase	Plant-microbe interactions	Polyamine production	Putrescine production	3.5.1.53	K12251	Q8VYF5
AF-Q9XGI9-F1-model_v4	aguB	N-carbamoylputrescine amidase	Plant-microbe interactions	Polyamine production	Putrescine production	3.5.1.53	K12251	Q9XGI9
AF-Q93XI4-F1-model_v4	aguB	N-carbamoylputrescine amidase	Plant-microbe interactions	Polyamine production	Putrescine production	3.5.1.53	K12251	Q93XI4
AF-Q3HVN1-F1-model_v4	aguB	N-carbamoylputrescine amidase	Plant-microbe interactions	Polyamine production	Putrescine production	3.5.1.53	K12251	Q3HVN1
AF-B2USZ6-F1-model_v4	speE	Spermidine synthase	Plant-microbe interactions	Polyamine production	Spermidine production	2.5.1.16	K00797	B2USZ6
AF-Q7UWD1-F1-model_v4	speE	Spermidine synthase	Plant-microbe interactions	Polyamine production	Spermidine production	2.5.1.16	K00797	Q7UWD1
AF-Q7NQK7-F1-model_v4	speE	Spermidine synthase	Plant-microbe interactions	Polyamine production	Spermidine production	2.5.1.16	K00797	Q7NQK7
AF-Q8EAX8-F1-model_v4	speE	Spermidine synthase	Plant-microbe interactions	Polyamine production	Spermidine production	2.5.1.16	K00797	Q8EAX8
AF-Q81X05-F1-model_v4	speE	Spermidine synthase	Plant-microbe interactions	Polyamine production	Spermidine production	2.5.1.16	K00797	Q81X05
AF-Q9HV34-F1-model_v4	speE	Spermidine synthase	Plant-microbe interactions	Polyamine production	Spermidine production	2.5.1.16	K00797	Q9HV34
AF-B8G177-F1-model_v4	speD	S-adenosylmethionine decarboxylase	Plant-microbe interactions	Polyamine production	Spermidine production	4.1.1.50	K01611	B8G177
AF-Q65G98-F1-model_v4	speH	S-adenosylmethionine decarboxylase	Plant-microbe interactions	Polyamine production	Spermidine production	4.1.1.50	K01611	Q65G98
AF-P0DPE4-F1-model_v4	cansdh	Carboxynorspermidine dehydrogenase	Plant-microbe interactions	Polyamine production	Spermidine production	1.5.1.43	K13746	P0DPE4
AF-Q9KRL3-F1-model_v4	cansdh	Carboxynorspermidine dehydrogenase	Plant-microbe interactions	Polyamine production	Spermidine production	1.5.1.43	K13746	Q9KRL3
AF-Q5QCP2-F1-model_v4	nspC	Carboxynorspermidine decarboxylase	Plant-microbe interactions	Polyamine production	Spermidine production	4.1.1.96	K13747	Q5QCP2
AF-P24154-F1-model_v4	nodA	Nodulation protein A	Plant-microbe interactions	Rhizobia-legume symbiosis	Root nodulation	2.3.1.-	K14658	P24154
AF-Q07739-F1-model_v4	nodA	Nodulation protein A	Plant-microbe interactions	Rhizobia-legume symbiosis	Root nodulation	2.3.1.-	K14658	Q07739
AF-P50354-F1-model_v4	nodB	Chitooligosaccharide deacetylase	Plant-microbe interactions	Rhizobia-legume symbiosis	Root nodulation	3.5.1.-	K14659	P50354
AF-P50357-F1-model_v4	nodC	N-acetylglucosaminyltransferase	Plant-microbe interactions	Rhizobia-legume symbiosis	Root nodulation	2.4.1.-	K14666	P50357
AF-Q52838-F1-model_v4	nodD	Nodulation protein D 	Plant-microbe interactions	Rhizobia-legume symbiosis	Root nodulation		K14657	Q52838
AF-P14175-F1-model_v4	proV	Glycine betaine/proline betaine transport system ATP-binding protein ProV	Osmotic stress tolerance	Osmoprotectant uptake	Glycine betaine / proline uptake	7.6.2.9	K02000	P14175
AF-P14176-F1-model_v4	proW	Glycine betaine/proline betaine transport system permease protein ProW	Osmotic stress tolerance	Osmoprotectant uptake	Glycine betaine / proline uptake	-	K02001	P14176
AF-P17327-F1-model_v4	proW	Glycine betaine/proline betaine transport system permease protein ProW	Osmotic stress tolerance	Osmoprotectant uptake	Glycine betaine / proline uptake	-	K02001	P17327
AF-P0AFM2-F1-model_v4	proX	Glycine betaine/proline betaine-binding periplasmic protein	Osmotic stress tolerance	Osmoprotectant uptake	Glycine betaine / proline uptake	-	K02002	P0AFM2
AF-P0C0L7-F1-model_v4	proP	Proline/betaine transporter	Osmotic stress tolerance	Osmoprotectant uptake	Glycine betaine / proline uptake	-	K03762	P0C0L7
AF-Q8L164-F1-model_v4	treP	Alpha,alpha-trehalose phosphorylase	Osmotic stress tolerance	Osmoprotectant uptake	Trehalose uptake	2.4.1.64	K05342	Q8L164
AF-P39794-F1-model_v4	treB	Trehalose permease IIC component	Osmotic stress tolerance	Osmoprotectant uptake	Trehalose uptake	2.7.1.201	K02819	P39794
AF-P0ABC9-F1-model_v4	betT	High-affinity choline transport protein	Osmotic stress tolerance	Osmoprotectant biosynthesis	Choline uptake (glycine betaine precusor)	-	K02168	P0ABC9
AF-Q45461-F1-model_v4	opuBB	Choline transport system permease protein OpuBB	Osmotic stress tolerance	Osmoprotectant biosynthesis	Choline uptake (glycine betaine precusor)	-	-	Q45461
AF-Q7X2H8-F1-model_v4	betA	Choline oxidase	Osmotic stress tolerance	Osmoprotectant biosynthesis	Glycine betaine biosynthesis	1.1.3.17	K17755	Q7X2H8
AF-Q8UH56-F1-model_v4	betB	Betaine aldehyde dehydrogenase	Osmotic stress tolerance	Osmoprotectant biosynthesis	Glycine betaine biosynthesis	1.2.1.8	K00130	Q8UH56
AF-Q83WC4-F1-model_v4	bsmA	Glycine/sarcosine N-methyltransferase	Osmotic stress tolerance	Osmoprotectant biosynthesis	Glycine betaine biosynthesis	2.1.1.156	K18896	Q83WC4
AF-Q83WC3-F1-model_v4	bsmB	Sarcosine/dimethylglycine N-methyltransferase	Osmotic stress tolerance	Osmoprotectant biosynthesis	Glycine betaine biosynthesis	2.1.1.157	K18897	Q83WC3
AF-Q93RW2-F1-model_v4	ectA	L-2,4-diaminobutyric acid acetyltransferase	Osmotic stress tolerance	Osmoprotectant biosynthesis	Ectoine biosynthesis	2.3.1.178	K06718	Q93RW2
AF-Q9KLC2-F1-model_v4	ectB	Diaminobutyrate--2-oxoglutarate transaminase	Osmotic stress tolerance	Osmoprotectant biosynthesis	Ectoine biosynthesis	2.6.1.76	K00836	Q9KLC2
AF-E1V7V7-F1-model_v4	ectB	Diaminobutyrate--2-oxoglutarate transaminase	Osmotic stress tolerance	Osmoprotectant biosynthesis	Ectoine biosynthesis	2.6.1.76	K00836	E1V7V7
AF-Q89TD1-F1-model_v4	ectC	L-ectoine synthase	Osmotic stress tolerance	Osmoprotectant biosynthesis	Ectoine biosynthesis	4.2.1.108	K06720	Q89TD1
AF-P55612-F1-model_v4	otsA	Trehalose-6-phosphate synthase	Osmotic stress tolerance	Osmoprotectant biosynthesis	Trehalose biosynthesis	2.4.1.15	K00697	P55612
AF-G4RK44-F1-model_v4	otsA	Trehalose-6-phosphate synthase	Osmotic stress tolerance	Osmoprotectant biosynthesis	Trehalose biosynthesis	2.4.1.15; 3.1.3.12	K16055	G4RK44
AF-Q73U90-F1-model_v4	otsB	Trehalose-phosphate phosphatase	Osmotic stress tolerance	Osmoprotectant biosynthesis	Trehalose biosynthesis	3.1.3.12	K01087	Q73U90
AF-Q9HIW7-F1-model_v4	otsB	Trehalose-6-phosphate phosphatase	Osmotic stress tolerance	Osmoprotectant biosynthesis	Trehalose biosynthesis	3.1.3.12	K01087	Q9HIW7
AF-P9WQ22-F1-model_v4	treZ	Malto-oligosyltrehalose trehalohydrolase	Osmotic stress tolerance	Osmoprotectant biosynthesis	Trehalose biosynthesis	3.2.1.141	K01236	P9WQ22
AF-P9WQ20-F1-model_v4	treY	Maltooligosyl trehalose synthase	Osmotic stress tolerance	Osmoprotectant biosynthesis	Trehalose biosynthesis	5.4.99.15	K06044	P9WQ20
